iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
IND,Asia,India,1/30/2020,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,1/31/2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/1/2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/2/2020,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/3/2020,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/4/2020,3,0,0.429,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/5/2020,3,0,0.429,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/6/2020,3,0,0.286,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/7/2020,3,0,0.286,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/8/2020,3,0,0.286,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/9/2020,3,0,0.143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/10/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/11/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/12/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/13/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/14/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/15/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/16/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/17/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/18/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/19/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/20/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/21/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/22/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/23/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/24/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/25/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/26/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/27/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/28/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,2/29/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/1/2020,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/2/2020,5,2,0.286,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/3/2020,5,0,0.286,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/4/2020,28,23,3.571,0,0,0,2,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,10.19,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/5/2020,30,2,3.857,0,0,0,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/6/2020,31,1,4,0,0,0,22,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/7/2020,34,3,4.429,0,0,0,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/8/2020,39,5,5.143,0,0,0,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/9/2020,43,4,5.429,0,0,0,31,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/10/2020,56,13,7.286,0,0,0,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/11/2020,62,6,4.857,1,1,0.143,44,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/12/2020,73,11,6.143,1,0,0.143,52,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,26.85,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/13/2020,82,9,7.286,2,1,0.286,59,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6500,5,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,33.33,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/14/2020,102,20,9.714,2,0,0.286,73,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,36.11,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/15/2020,113,11,10.571,2,0,0.286,81,8,8,1,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,38.89,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/16/2020,119,6,10.857,2,0,0.286,85,4,8,1,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,48.15,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/17/2020,142,23,12.286,3,1,0.429,0.102,17,9,2,1,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,48.15,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/18/2020,156,14,13.429,3,0,0.286,0.112,1,1,2,0,0,1.92,0,0,0,0,0,0,0,0,0,13125,9,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,50,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/19/2020,194,38,17.286,4,1,0.429,0.139,27,12,3,1,0,2.01,0,0,0,0,0,0,0,0,191,13316,1,0,0,0,0,0,samples tested,0,0,0,0,0,0,0,0,0,0,0,59.72,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/20/2020,244,50,23.143,5,1,0.429,0.175,36,17,4,1,0,2.07,0,0,0,0,0,0,0,0,1060,14376,1,1,1125,1,21,48.6,samples tested,0,0,0,0,0,0,0,0,0,0,0,70.83,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/21/2020,330,86,32.571,4,-1,0.286,0.237,62,23,3,-1,0,2.12,0,0,0,0,0,0,0,0,1325,15701,11,1,1125,1,29,34.5,samples tested,0,0,0,0,0,0,0,0,0,0,0,76.39,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/22/2020,396,66,40.429,7,3,0.714,0.284,47,29,5,2,1,2.12,0,0,0,0,0,0,0,0,1298,16999,12,1,1121,1,36,27.7,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/23/2020,499,103,54.286,10,3,1.143,0.358,74,39,7,2,1,2.11,0,0,0,0,0,0,0,0,3708,20707,15,3,1462,1,37,26.9,samples tested,0,0,0,0,0,0,0,0,0,0,0,86.57,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/24/2020,536,37,56.286,10,0,1,0.385,27,4,7,0,1,2.09,0,0,0,0,0,0,0,0,157,20864,15,0,1295,1,43,23,samples tested,0,0,0,0,0,0,0,0,0,0,0,86.57,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/25/2020,657,121,71.571,12,2,1.286,0.472,87,51,9,1,1,2.09,0,0,0,0,0,0,0,0,4280,25144,18,3,1717,1,42,24,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/26/2020,727,70,76.143,20,8,2.286,0.522,5,55,14,6,2,2.09,0,0,0,0,0,0,0,0,0,0,0,0,1871,1,41,24.6,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/27/2020,887,160,91.857,20,0,2.143,0.637,0.115,66,14,0,2,2.11,0,0,0,0,0,0,0,0,0,27688,2,0,1902,1,48,20.7,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/28/2020,987,100,93.857,24,4,2.857,0.708,72,67,17,3,2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,2195,2,43,23.4,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/29/2020,1024,37,89.714,27,3,2.857,0.735,27,64,19,2,2,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2492,2,36,27.8,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/30/2020,1251,227,107.429,32,5,3.143,0.898,0.163,77,23,4,2,2.19,0,0,0,0,0,0,0,0,0,0,0,0,2445,2,44,22.8,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,3/31/2020,1397,146,123,35,3,3.571,1.003,0.105,88,25,2,3,2.23,0,0,0,0,0,0,0,0,0,0,0,0,2905,2,42,23.6,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/1/2020,1998,601,191.571,58,23,6.571,1.434,0.431,0.137,42,17,5,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2776,2,69,14.5,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/2/2020,2543,545,259.429,72,14,7.429,1.825,0.391,0.186,52,1,5,2.23,0,0,0,0,0,0,0,0,0,47951,34,0,3076,2,84,11.9,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/3/2020,2567,24,240,72,0,7.429,1.842,17,0.172,52,0,5,2.16,0,0,0,0,0,0,0,0,21294,69245,5,15,5937,4,4,24.7,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/4/2020,3082,515,299.286,86,14,8.857,2.212,0.37,0.215,62,1,6,2.14,0,0,0,0,0,0,0,0,10705,79950,57,8,6984,5,43,23.3,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/5/2020,3588,506,366.286,99,13,10.286,2.575,0.363,0.263,71,9,7,2.11,0,0,0,0,0,0,0,0,9584,89534,64,7,7870,6,47,21.5,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/6/2020,4778,1190,503.857,136,37,14.857,3.429,0.854,0.362,98,27,11,2.07,0,0,0,0,0,0,0,0,11534,101068,73,8,9036,6,56,17.9,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/7/2020,5311,533,559.143,150,14,16.429,3.812,0.383,0.401,0.108,1,12,1.99,0,0,0,0,0,0,0,0,12947,114015,82,9,10403,7,54,18.6,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/8/2020,5916,605,559.714,178,28,17.143,4.246,0.434,0.402,0.128,2,12,1.91,0,0,0,0,0,0,0,0,13904,127919,92,1,11906,9,47,21.3,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/9/2020,6725,809,597.429,226,48,22,4.826,0.581,0.429,0.162,34,16,1.85,0,0,0,0,0,0,0,0,16991,144910,0.104,12,13851,1,43,23.2,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/10/2020,7598,873,718.714,246,20,24.857,5.453,0.627,0.516,0.177,14,18,1.8,0,0,0,0,0,0,0,0,16420,161330,0.116,12,13155,9,55,18.3,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/11/2020,8446,848,766.286,288,42,28.857,6.061,0.609,0.55,0.207,3,21,1.75,0,0,0,0,0,0,0,0,18044,179374,0.129,13,14203,1,54,18.5,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
IND,Asia,India,4/12/2020,9205,759,802.429,331,43,33.143,6.606,0.545,0.576,0.238,31,24,1.7,0,0,0,0,0,0,0,0,16374,195748,0.14,12,15173,11,53,18.9,samples tested,0,0,0,0,0,0,0,0,0,0,0,100,1393409033,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,0,0,0,0
